"cyear","ctitle","speaker","sid","speech"
1997,"WCF Congress I","Akira Morita",1,"june final discussion united nations human rights committee geneva dr richard jaeger representing german government voiced reluctance reservations adoption convention rights child article deals responsibilities rights duties parents precise wording doubt federal republic germany exercise specific individual freedoms children limitation rights guidance direction parents demonstrated means article children consume presentations electronic media opinion children allowed watch television limitations statement german representative dramatically illustrates shock people experienced legal concept child’s autonomy appeared problematic legal concept threatens organic parent child relationship context international treaty words german representative spoken separate occasion surreal situation anticipated past symbolic expression dissolution contemporary family occur questioning legal concept children’s rights overcome current predicament review process legal concept children’s rights developed process reflects interplay family disintegration law chosen material relates experience united forerunner modern society representative leader history child legislation west discuss depth question protect family parents children based historical analysis material reference experience japanese law formation transformation concept children’s rights united protection process development child welfare system united concept children’s rights arose wave progressive social reform century reformers alarmed preliminary signs trouble breakdown occurring families backdrop rapid industrialization urbanization influx immigrants country dated mid nineteenth century power family pioneering hope twentieth century america institution facing imminent crisis midst duality hope crisis reformers child savers concentrated efforts establishment legal network parens patriae function substitute parent children abandoned cities struggling dark factories coal mines prone delinquent children parents control reformers called objective benefits children network children’s rights mckelway reformers defined children dependent court practitioner cleverly juvenile’s liberty custody words child welfare laws half twentieth century attempted reconstruct endangered organic parent child structure protection dependence creating framework exercise parental authority law artificial system legal fiction parens patriae protection context accurately protection fulfilled legal framework referred child’s objective legal entitlement legal historian martin grossberg describes origin thinking birth reformers create paternalistic vocabulary defined rights terms children’s parental failure child savers hoped inviolate rights rights talk proved attractive ignore rights subjective rights classic sense makes determination prerequisite equating children’s rights limited united developed common symbol child welfare legal paternalism western countries twentieth century steady progress united nations declaration rights child transformation concept children’s rights half century autonomy actualization anti discrimination arose egalitarianism individualism emerged america energized spread section society wildfire late form social protest rooted distrust traditional institutional authority world education protection structure formed parent child relationship fire legal systems imitated parent child relationship sharp increase types child abuse declining family morals free sex escalating family disintegration reflected soaring divorce rates apparent dealt decisive blow traditional concept protection difference status parent child parental authority viewed suspicion philosophy fundamental distinctions adults children calling liberation children protection gradually widely accepted child’s autonomy born climate social change returning concept rights classic meaning individual freedom autonomy u.s supreme court historical rulings allowed child’s autonomy contexts juvenile justice school education preceding radical advancement modern freedom lay de facto breakdown parenthood social scale emergence child’s autonomy inevitably caused dramatic american legal system concerned children reality children treated omit details obvious concept autonomy child appeared response protests protection destruction protective relationship helped weaken education hindsight suggests history modern law west started articles faith individual autonomy history gradual dissolution key concepts organic links traditional society replacement organic links legislation twentieth century aforementioned legal system created term express children terminology reflected struggle prevent dissolution protection struggle opposed trend modern law eighteenth century onward emergence child’s autonomy half century symbolic event demonstrated process disintegration modern western society led principles individual autonomy thereto finally reached french revolution primary level intermediating body society family reiterate question posed beginning report overcome current predicament ii concept children’s rights apparent account protection autonomy summarized seemingly contradictory legal concepts children’s rights twins world modern law grown root decline weakening natural parenthood parental authority continuously occurring phenomenon past century bewildered confront postmodern situation concept child’s autonomy functions disintegrating force organic parent child bonds solution simply demand return concept rights meaning child’s protection consistent parental authority duty entrusted law sense questions answered affirmative understanding solution sufficient depth discussion concept children’s rights including protection autonomy concept children’s rights based highly modern premise superiority artifice nature philosophy parens patriae rooted powerful optimism believed natural parent child relationship reconstructed developed law key concept rights epitomized spirit enlightened rationalism seventeenth century conviction nature intentionally restructured developed rational human choice grossberg writes child savers rights talk proved attractive ignore witnessed paradoxically legal paternalism protection acted destructive manner natural parent child relationship proved detrimental term child welfare excessive optimism forcefulness institution child’s autonomy reaction forcefulness offer consideration concept rights begin found basis isolated individual faced paradox autonomy existence result criticisms levied protection dismantling parent child teacher student relationships dividing parties concerned individual entities serves weaken educational function relationships paradox product emergence autonomy concept consequence appearance parens patriae idealism beginning century helped dissolve parent child relationship concept rights considered individual child separate parent simple terms suggested mclvelway’s expression dependent children isolated benefit rights relationship joseph goldstein renowned authority children’s law argues law claim establish relationships recognition provide opportunity develop destroy human relationships power compel develop modern law incapable fostering human relationships goldstein asserts acknowledge unequivocally modern law individual starting framework dealing organic interpersonal relationship eminent legal philosopher friedrich august von hayek called excessive confidence superiority artifice nature contained modern law constructivist rationalism limitations detail follow line argument evident midst crisis family disorder faced task transcending limitations constructivist rationalism rights oriented thinking underpinning philosophy modern law hayek transcend legal based individualism constructivist rationalism rediscover spontaneous incorporates human relationships iii experience japanese law propositions highly abstract nature share experiences observations japanese law suggested propositions aware japanese society curious combination modern premodern japan’s legal system adopted wholesale legal system modern western noted behavior patterns exhibited japanese explained terms modern individualism cite principles governing japanese behavior patterns ethic reciprocity fostered interpersonal dependency sensitivity belonging west dependency viewed tantamount subordination inferiority suppressed relegated subconscious east island nation japan sensibility dependency survived negated institutionalized social structure belonging psychological foundation parent child relationship primary model human relationships referred amae japanese refer topic anatomy dependence takeo doi excellent study phenomenon translation languages inevitably remnants nonindividualistic behavior patterns criticized modern japanese intellectuals view negative light premodern legacy subjugated perspective theme conference japan’s experience combining modern premodern data major reasons western style phenomenon family dissolution occurred japan due amae behavior pattern touched legal world phenomena history family mediation system japanese family courts shown governing principle structured recovery belonging compromise conciliation parties mediation encouraged minimize modernist assertion rights discover possibility interpersonal relationships based ethic ot reciprocity observed people arrive court hoping unconsciously recover mediation psychological reconciliation child welfare law rule measures dealing children japan’s municipal child welfare centers parental consent parental consent obtained child welfare center seek court decision intervene compulsorily parent child relationship extreme abuse parental rights child welfare center family court rule parents forfeit rights law enacted u.s occupation based principles parens patriae interestingly actual compulsory intervention parent child relationship japan’s child welfare centers courts annual report judicial statistics japanese courts authorized compulsory temporary intervention parent child relationship rulings forfeiture parental rights overturned recorded precedents worth citing public reference involving girl raped father tokyo family court ruled parental rights forfeited noted context japanese population million illustration japanese law’s reluctance compulsory intervention belief superiority nature artifice approach status offense prone delinquent jurisdiction juvenile law current japanese juvenile law child welfare law enacted world war influence parens patriae principle model anticipates considerable proactive compulsory intervention parent child relationship reality prone delinquent juveniles japanese police family court past accounts mere juvenile offenses percentage changed recorded preceding taisho juvenile law enacted force law banned outright term compulsory intervention prone delinquent parental consent dr tanida saburo legislator time tells relevant article included reason added article ensure law damage natural emotional bond parent child country reserved approach administration juvenile law based respect natural relationship dependency parent child changed law formulated lines idea parens patrie enacted words japanese law makes sharp response protection autonomy experience modern law japan related limited japan immediately applicable societies passiveness japanese law depicted evidence backwardness japanese society view task putting halt waning belonging bruce hafen expresses result fragmentation human relationships world modernization pushed limits experience japanese law values human connectedness provide clues lead viable solution conclusion seventeenth century philosopher mathematician blaise pascal argued types mind l’esprit de geometric geometrical mind l’esprit de finesse intuitive mind geometrical mind draws conclusions precise principles logical reasoning key form reasoning judgment concepts contrast intuitive mind deals myriad nature demonstrated geometrical fashion extremely delicate intuitive mind glance result progressive reasoning process involves accurately feeling perceiving distinction pascal draws types mind closely related theme law family law makes appearance real life situations assembled lines geometrical evidence logical perspectives form social entities family parent child relationship satisfactorily understood cartesian terms involve instinctive emotional historical religious aspects natural resources speak parcel human life grasp family parent child relationship power intuitive mind pascal noted geometricians rarely intuitive embodied question modern law protect family begin awareness law family objects quote pascal avoid carelessness geometricians treat intuitive matters geometrically ridiculous begin definitions principles surely vital task legal scholars practitioners decisions utmost care aware intuitive mind play grow step step balanced understanding parent child relationship"
1997,"WCF Congress I","Allan C. Carlson",1,"begin call paradox age abundance age moral degradation modern twentieth century economies produced cornucopia material rising average incomes life spans process capitalist industrial economies based competition profit rewards efficiency proved vastly superior socialist industrial economies based central planning twentieth century witnessed unprecedented level family dissolution developments pronounced nations industrialization complete critical question developments related material security family virtue craft virtuous economy answer question industrialization nature undermine material psychological bases family understand essence modern industry replaced pre industrial economy household centered economy family sufficient food production preservation shelter clothing essentials material life sufficiency delivers family economic independence autonomy husbands wives children household specialize degree tasks natural division labor generates material gain natural family household serves unit production consumption built altruism love principle selfless sharing natural family favored setting subsistence farm free peasantry anglo american parlance yeomanry village essence industrialization means breaking human scale productive households distributing human factories material factories textile mills industrial canneries automobile plants offices social educational factories mass schools day care centers fair modern corporations modern perverse common family decline viewed terms efficiency autonomous family unit represents drag gross national product family bonds interfere purely efficient allocation human labor household production partially limits sway money based economy call economic growth rests steady transfer productive functions household monetized uncounted industrially organized entities corporate beginning process transferred functions include tasks spinning weaving education process consumates transfers family industry include food preparation rearing infants toddlers care elderly treatment women regime industry offers study unregulated labor market industrial capitalism formal program industrial socialism women women desired industrial workers nimble fingers relative obedience valuable role expanding labor pool holding wages commonly difficult organization labor rebuilt boundaries decency household limited industrial intrusion home australia united western europe organized labor built family wage systems late centuries factory claim family household father paid wage sufficient support family decency women return home bear rear protect educate offspring thoughtful industrial leaders wisdom family wage virtue preserving level family autonomy factory system united automaker henry ford startled observers doubling wages paid married workers arguing worker individual householder shop wife home shop pay france christian priests organized industrialists parishes study circles devoted church social teachings factory owners craft vast voluntary family allowance system supplemented wages paid heads households bonuses determined children common response industrialists family dissolve constituent united national association manufacturers century consistently opposed family wage regime seeking access labor pools married women children varied responses situation economic heresy communism viewed attempt apply altruism family principle society century shown huge tragic error move communities household clan religious community village form altruism fails leaving violence response plight family industrial milieu quest middle path social democracy supposedly led industrial capitalism industrial communism decades scandinavian social democracies attractive model system succumbed internal contradictions linked family classic middle sweden denmark fiscal moral crisis proved real middle hints century economic organization represent path common denominator recognition defense family centered economy approaches cut directly unchanging nature true family seek build barriers protect altruistic home economy corrosive individualism consumerism statism encourage refunctionalization families driving industry household ground seized advocates english essayists g.k chesterton hilaire belloc chesterton argued openly boldly building peasant society based acreages shops belloc wrote family ideally free controls means production wealth consume normal living systematic economic theory family centered economy pen alexander vaselevich chayanov arrest execution soviet communists russian economist refuted view held liberal marxist theorists alike peasant family farms irrational inefficient eliminated masterpiece peasant farm organization chayanov persuasively family farms combining subsistence vegetable animal production cottage industries household production variable employment logical superior form economic organization economist active time american ralph borsodi emphasized family production program folk aim virtue happiness life represented home hearth friends children lawns flowers special attention economic contribution mother home dominant economic theories dismissed homemaker economically useless parasite borsodi emphasized true economic regular tasks gardening keeping chickens bearing nursing babies protecting teaching children gain activities family taxes words maintenance adequate balance family production absolutely essential preservation individual economic independence freedom models economic repeat shared focus family family renewal tasks functions protected immersion industry deindustrialized returned household models measure economic success formation marriages birth children solidarity household economic analysis authentic roots greek latin word oeconomia meaning management household dwelling talk family path virtuous economy family mere theory modern examples nations accident stumbled secular policies reinvigorated family restoring functions household mexico land reform period china return land rural peasantry led resurgence traditional family patterns fertility oppressive efforts government michael farris alluded yesterday home educators america average fertility children family national average short family economics abstract theory examples ground proceed build virtuous natural"
1997,"WCF Congress I","BA Santamaria",1,"lenin published significant title answers question remained purely theoretical october revolution enabled lenin comrades control russia practical distinct theoretical answer successors proved historical catastrophe soviet union china communist countries cost lives hundred million human answer catastrophic question remains central national international question disintegration family extremely urgent driven home paradoxical history family hand western societies family progressive dissolution period hand period numerous pro family movements varying strengths western countries attempting tide results overwhelmingly negative past tide running strongly family sign whatsoever reversed question remains central urgent underlying thesis short talk quickly summed reforms family allowances taxation concessions family won difficulty pursued welcomed concessions avail continuing process internal disintegration suggest prove impossible restore basic structure family change basic social economic principles majority western run aftermath triumph globalization deregulation practical strategy aiming recovery family demands complementary strategy aiming reform tall ideological currents militant feminism moral chaos engendered triumph utilitarian philosophy west enormous financial stand economic financial structures modern easily abandon position control evaluate respective weights economic noneconomic factors contributed disintegration family easy task conference noneconomic factors range social cultural moral religious conceive situation recognize purely hypothetical economic factors exist family faced threat dissolution western world simply economic structures western societies organized conflict reached return mass unemployment apparently capacity governments control unemployment worst purely material enemies family europe solid mass unemployed abstract regional factors prevail instance mediterranean countries unemployment consequence crisis ideology globalization finally brought western capitalism policy international deflation current orthodoxy propagated zeal religious revelation downsizing cutting wages reducing social services aggravate thesis denied favorable statistics increasing employment produced relation u.s figures depend substantial reductions real wages level required maintenance family jobs time time jobs australia commonwealth statistician reported jobs created time jobs held principally married women millions married women absorbed industrial commercial workforce voluntarily choice simply conscripted family income child child care center increasingly substituted attention parents radical basic functions circumstances husbands wives children simply torn family canvass solutions explore conflict regimes family modern industrial societies appears fall defined phases understood produce solutions organized political act campaign draw mothers workforce regarded united conference effective woman power held columbia university informal support eisenhower administration days television american cultural trends reach australia occurred similar conferences held formal aegis australian government pretense country object view moral political liberation women basis strongly asserted employer view women constituted vast source cheap hitherto unexploited labor transformed magic factor lower labor costs diminish purely economic labor women home arise consideration gross domestic product measure financial women home recent research equal added industrial commercial production government policy favor view acceleration entry married women time time workforce percent married women australian workforce ot fifties marrieds begun families intended seventies figure grown percent ii stage dated beginning middle east oil crisis quadrupling price oil western industries led major rise industrial costs fortuitously u.s real wages fall represented major change situation prevailed world war western societies standard living average family risen modestly regularly basically real wage production workers slowly surely increased real wage earned family breadwinner proved foundation solidity family compensate oil shock real wages decline paul volcker chairman u.s federal reserve book changing fortunes admitted real hourly weekly earnings average production workers u.s lower ago american families apparently believing temporary phenomenon adapted consumption levels maintained family income stretched depletion savings increase borrowing growth consumer credit partly de facto conscription married women workforce marriages postponed birth rates lower household savings declined families debt iii period worldwide deregulation financial system eighties system conceived multinationals rapidly developed concomitant ideology deregulation international financial system direct speculative frenzy west circumstances easily result parallel concerned exclusively consequences families impact financial revolution astronomical rise consumer debt reduction real wages family savings disappeared u.s families savings accounts fell percent percent undoubtedly fallen rapidly american consumers owed billion credit card debt credit card debt measured dollar values risen billion billion repayments total consumer debt including mortgages fixed outlays food rent taxes rose percent family income percent total disappearance family savings extent stability family depended maintenance levels real wages rapid rise personal corporate government debt naturally resulted rapid increase rates increase level rates accompanied revolution served siphon money accumulated savings ordinary families financial class investments handled major banks funds rates constitute central mechanisms transfer assets class understood greatly profited domination western societies laissez faire economics celebrated hungarian speculator george soros quantum fund reputedly handles investments totaling billion strong force devaluation british pound article february issue atlantic monthly fortune financial markets fear untrammeled intensification laissez faire capitalism spread market values life endangering society main enemy society communist capitalist threat main thrust growth unemployment western world unemployment view single factor family breakdown modern industrial societies reason concerted action bring pressures abuses ot system restore family yield comparatively meager results tide events question resolves highly unstable economic situation lay foundations national economic structure permits family centered economy operate chary recommending models remember ill considered enthusiasm percentage modern intellectuals western eastern fell soviet model model readily adapted country traditions oneself lived country language traditions people descriptions textbooks accurate subject qualifications recent excesses called bubble economy product highly complicated interplay japanese yen american dollar deal worthy study institutional foundations japanese economy knowledge depends accuracy sources chalmers johnson james fallows recently taggart murphy real price japanese money strongly commend attractive institutional framework japanese economy understand set underlying principles insistence maintaining real national sovereignty primarily matter arms war japanese warning bismarck permit foreign invest key financial system banks insurance companies basic industries ultimately destroy sovereignty borrowing bismarck’s warning retains relevance interlocking arrangements japanese authorities established unity purpose government banks major corporations international trading companies network thousands suppliers date permitted maintenance life employment section population exceedingly low rates japanese discount rate approximately percent rates low housing farming businesses public infrastructure flourish effective methods utilized japanese economy consumption taxed domestic savings investment ensured multitude informal arrangements japanese society developed ensure productive existence elderly throwing scrap heap complete dependence government handouts family wage widespread distribution productive property fundamental economic health family political economy sustain enjoy create family centered economy alter economic principles laissez faire capitalism modern western run structure meaning beginning paper program family rest complementary theory win battle win war"
1997,"WCF Congress I","David A. Hartman",1,"ladies gentlemen genuine privilege distinguished assembly support foundation civilized society traditional family purpose contribution demonstrate disproportionate tax burdens misguided economic incentives american welfare destructive influence traditional american family dawn century appeared principles american revolution limited government based individual freedom responsibility securely entrenched continue imitated worldwide peoples threw yoke tyranny time united government limited frugal total federal local government taxed spent personal incomes table social welfare expenditures primarily restricted universal public education public health hospitals veterans benefits limited relief religious fraternal private organizations provided widespread network welfare services american tradition volunteerism primary basis provision personal welfare traditional family unit headed mother father extended family blood relatives united government total spends half dollar personal income half spent social welfare programs administration prepare enter century american society leader free world's successful overthrow fascism communism undergone socialist revolution past century effect traditional family unit productively supports required support equivalent family form government expect maxim tax subsidize percentage individuals living traditional family units continuing alarming decline favor government subsidized alternative lifestyles table public social welfare expenditures gnp pi estimates personal income gnp series stages socialization american welfare evidence century public schools public health programs supported public hospitals enjoyed broad public support entitlement free public community schools founding republic transformation directed public schools organized prussian model regimented education serve escaped public concern justified time rationale citizens soldiers workers massive wave immigration underway vital medical care universal entitlement provided charitable basis poor doctors hospitals relief poor primarily varied network church fraternal community based institutions supported local governments total public welfare expenditures represented cents dollar income table foundations american welfare sown mid thirties president franklin delano roosevelt introduced deal broad social welfare agenda means remedy depression agenda adopted result perception influential elitists free market system failed ensure american prosperity government intervention necessity effective management economy provision individual welfare bitter irony misconceptions justify american welfare government form federal reserve board relentlessly drained liquidity causing recession depression smoot hawley tariffs government exported depression world wide post world war ii period government spending subsided total mobilization levels war cold war post war military expenditures highly sustained rate social welfare expenditures remained depression replacing relief unemployed spending education baby boom increasing government retirement entitlements welfare low income families politicians repeatedly raised social security payments levels recipients actuarially provided contributions converting social security insurance program income redistribution welfare scheme government levels spending dollar personal income cold war taking cents dollar national defense social welfare spending exceeded cents dollar table table presidential race john kennedy call war poverty centerpiece campaign setting income family poverty threshold deriding americans private affluence public squalor fair warning government spending dollar american's income means limit poverty level arbitrarily defined half current median family income table average income handful world's nations supposedly americans lived poverty time liberal definition table thirties government spending quarter family income half represented welfare spending kennedy's successor president lyndon johnson implemented war poverty society retrospect launched massive income redistribution government american history social welfare expenditures grown fold level constant dollars trillion dollars table table led principally increases spending social security medicare medicaid entitlements welfare spending aged outgrew taxpayers incomes paid bill aged consumed half welfare spending table incredible sounds social welfare spending aged averaged aged person living america means table retirees cheerfully drive motor homes southward bumper stickers reading spending children's inheritance mark national debt ballooned burden children pay sufficient revenues taxed meet burden current basis bumper stickers read consuming grandchildren judging drastic drop marriage rate birth rate children table remainder welfare burden divided public education welfare children poverty adult custodians table children poverty welfare expenditures amounted child poverty table total public welfare expenditures excluding education represented person poverty half disposable personal income average american table public generosity poverty aged eliminated aged poverty government persons remain poverty table poverty centered unmarried mothers children government welfare programs fostering poverty designed eliminate welfare revolution unwed motherhood risen births america sight table time marriage severe decline falling households slightly households table divorces risen marriages postwar period marriages birth rate dropped table government welfare programs provide powerful incentives unmarried motherhood lower income families total welfare entitlement package median u.s table unmarried mother job receives total income entitlement married lower income husband table afdc food stamps medicaid housing utilities wic subsidies comfort benefits remain added entitlements earned income tax credit transportation child care subsidies lower income families spouses spurn welfare marry lose earned income tax credit marrying table bluntly lower income father compete husband due welfare tax benefits unmarried mother loses result marriage explains rapidly falling rate marriage rapidly rising rates unwed motherhood lower income individuals power confiscate income usurp role parent husband mindlessness public antipoverty programs discourage marriage demonstrated half female headed families poverty compared married family ten female headed families times poverty government continues run booming growth business welfare unmarried mothers seducing continuing supply clients generosity welfare tax credit entitlements programs adopted solve poverty add poverty ranks majority citizens reacted untenable rise american welfare burden forced shoulder likewise joined trend declining rate marriage rising rate divorce table steady decline births rise pre depression levels earlier postwar period fertility rates fallen government subsidized births wedlock births fallen half decline birth rate depression obvious sign economic distress precipitous decline addition unwed motherhood primarily minority phenomenon table rate whites reached growth rates heading table rate conscription married women workforce family survive rose ten ten wives children earlier century table examination recent trend family income compared hours demonstrates economic distress government imposed traditional married family median tax income married families constant dollars failed grow period table increase wives ten married women increased hours family sufficiently result decrease median hourly wage rate typical married family deducting government's share period output hour private economy rose incomes americans constant dollars taxes married families rose table benefit productivity increase government beneficiaries traditional family bore brunt growth perpetuating welfare schemes bear mind dismal picture married families plight income witnesses makes provision added burdens commuting child care purchased services offset added earnings mothers humorous incisive northcote parkinson observed study history taxation law profits taxation exceeds national income country road totalitarianism revolution serfs noted lay tools raise rebellion feudal lord sought produce explain servile attitude citizens social democracies preposterous level confiscation incomes extent precludes family life importance century deviations traditional culture education religious faith law appropriately cited contributions demise american family twentieth century governments clever feudal counterparts cents taxes fees dollar income americans cents visible remainder cents hidden primarily corporate paid fees taxes cents borrowed reckoned date table additionally seduced utopia sold vastly underestimated cost glib assurance perceived benefits enhanced soaking rich pay bill paid dearly understate contribution forces conclude analysis virulently antifamily economic influence government exerting powerful force account decline preference economic organization individuals traditional family units prospects family formation improve dramatically objectives effected government spending levels cut severely dollar personal income preferably quarter families return mothers home child rearing rest shibboleth proper parent child schemes income redistribution phased favor return individual family community resolution welfare assistance incapacitated temporary relief resort capable strictly limited duty government eliminate perverse incentives reward irresponsible unproductive behavior lifestyles expense responsible productive families individuals taxes visible income property shown separately price product service bears provoke tax revolt government create burden current magnitude fourth persons households entitled government distribution welfare result total income excess applicable poverty level including welfare benefits shared living arrangements remove perverse incentives citizens position welfare excesses earned income tax credit phased misguided incentive single motherhood sufficient incentive provided support marriage excessive welfare benefits corrected sixth minimize family income tax burden child allowances generously reflect social worth child rearing married couples receive tax privileges legal partnership split income deductions limitation true human welfare based families government eliminate prejudicial tax polices favor pro family policies seventh elderly pay income taxes income including social security distributions basis citizen remedy unjust burden disproportionate taxing family benefit elderly eighth social security medicare resolutely reformed agreed transition period funded trust plans privatized system untrustworthy hands government social security medicare programs families unwarranted burden intergenerational confiscation income subsidize elderly means funded unsustainable ponzi scheme reform inevitable sooner radical curtailment role cost government implementation objectives result rebirth preference family fundamental social unit american civilization provide rebirth freedom creeping grasp totalitarianism inevitably result growth government size reside social democracies europe prospect decline birth rates marriages rise illegitimacy divorces virtually parallel white americans table europeans comfort statistics worse surface due rapid disintegration minority families table lower family incomes average keenly pressured economic forces cited europeans declining vital statistics bear witness forces allan carlson ably portrayed comparison united sweden book family questions future prospects welfare sweden pioneered socialist welfare agenda democracies half births sweden wedlock marriage typical household arrangement table oppressor european families identical american families oppressor socialist welfare seductions atomization individuals punitive burden productive family forefathers america sought assurance life liberty pursuit happiness limited government returning limited government restore quality life return family life bedrock civilization wellspring human happiness endnotes series series gatto prussian school system cato policy report vol xv cato institute washington dc march sa sa table parkinson northcote law profits houghton mifflin excellent examination forces welfare swedish american society carlson allan family questions transaction books rutgers brunswick jersey"
